BirthDate,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,YearFirstPurchase,CommuteDistance,StateProvinceCode,StateProvinceName,CountryRegionCode,RegionName,SalesTerritoryKey,CustomerKey,ProductCategoryKey,ProductCategory,ProductSubcategoryKey,ProductSubcategoryName,ProductKey,ModelName
10/20/1958,60,M,F,160000,5,5,Partial High School,Professional,0,4,2013,10+ Miles,ENG,England,GB,United Kingdom,10,24582,1,Bikes,2,Road Bikes,376,Road-250
4/20/1963,56,M,M,130000,2,4,Partial College,Professional,1,2,2013,0-1 Miles,HH,Hamburg,DE,Germany,8,28876,1,Bikes,2,Road Bikes,380,Road-250
7/21/1976,42,S,M,60000,0,0,Graduate Degree,Professional,1,1,2011,2-5 Miles,CA,California,US,United States,4,11839,1,Bikes,1,Mountain Bikes,353,Mountain-200
2/19/1972,47,S,F,150000,0,0,Bachelors,Management,0,2,2012,0-1 Miles,CA,California,US,United States,4,14289,1,Bikes,1,Mountain Bikes,359,Mountain-200
11/3/1955,63,S,M,70000,5,0,Bachelors,Management,1,2,2012,10+ Miles,CA,California,US,United States,4,14382,1,Bikes,1,Mountain Bikes,361,Mountain-200
1/7/1968,51,M,F,100000,1,2,Partial College,Professional,1,3,2012,1-2 Miles,OR,Oregon,US,United States,1,13443,1,Bikes,1,Mountain Bikes,357,Mountain-200
9/19/1974,44,S,M,40000,0,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,20860,1,Bikes,3,Touring Bikes,586,Touring-3000
2/12/1984,35,S,F,30000,3,3,Partial College,Clerical,0,4,2013,0-1 Miles,BY,Bayern,DE,Germany,8,28421,1,Bikes,3,Touring Bikes,569,Touring-3000
12/2/1967,51,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,TAS,Tasmania,AU,Australia,9,19616,1,Bikes,2,Road Bikes,582,Road-350-W
7/15/1960,58,M,M,30000,3,0,Partial College,Clerical,0,2,2012,1-2 Miles,NSW,New South Wales,AU,Australia,9,15014,1,Bikes,2,Road Bikes,581,Road-350-W
7/17/1966,52,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,19601,1,Bikes,2,Road Bikes,582,Road-350-W
2/28/1965,54,M,F,120000,1,2,Bachelors,Management,1,2,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,13089,1,Bikes,1,Mountain Bikes,361,Mountain-200
12/3/1966,52,S,M,40000,4,2,High School,Skilled Manual,1,2,2012,2-5 Miles,WA,Washington,US,United States,1,26614,1,Bikes,3,Touring Bikes,568,Touring-3000
3/20/1956,63,S,M,80000,3,1,Bachelors,Management,0,1,2011,1-2 Miles,CA,California,US,United States,4,25891,1,Bikes,3,Touring Bikes,562,Touring-1000
9/22/1977,41,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,2013,0-1 Miles,WA,Washington,US,United States,1,23143,1,Bikes,2,Road Bikes,604,Road-750
11/9/1967,51,M,F,70000,1,0,Partial College,Skilled Manual,1,1,2012,0-1 Miles,BC,British Columbia,CA,Canada,6,25992,1,Bikes,2,Road Bikes,584,Road-750
10/18/1965,53,M,F,60000,2,0,Partial High School,Skilled Manual,0,2,2013,1-2 Miles,OR,Oregon,US,United States,1,20372,1,Bikes,2,Road Bikes,384,Road-550-W
12/14/1966,52,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2013,2-5 Miles,BC,British Columbia,CA,Canada,6,19394,1,Bikes,2,Road Bikes,382,Road-550-W
8/16/1947,71,M,F,70000,4,0,Graduate Degree,Management,0,2,2013,1-2 Miles,CA,California,US,United States,4,21315,1,Bikes,2,Road Bikes,384,Road-550-W
8/8/1963,55,S,M,60000,3,2,Bachelors,Professional,0,0,2013,0-1 Miles,OR,Oregon,US,United States,1,20205,1,Bikes,2,Road Bikes,388,Road-550-W
4/21/1969,50,M,M,60000,1,0,Bachelors,Professional,1,1,2013,2-5 Miles,CA,California,US,United States,4,20207,1,Bikes,2,Road Bikes,390,Road-550-W
7/13/1971,47,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2013,0-1 Miles,BC,British Columbia,CA,Canada,6,17023,1,Bikes,2,Road Bikes,582,Road-350-W
5/15/1967,52,M,M,30000,4,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,HE,Hessen,DE,Germany,8,20829,1,Bikes,2,Road Bikes,386,Road-550-W
10/15/1978,40,S,F,10000,3,3,Partial High School,Manual,1,1,2013,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,22638,1,Bikes,2,Road Bikes,605,Road-750
1/22/1983,36,S,F,30000,0,0,Partial College,Clerical,0,1,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26876,1,Bikes,2,Road Bikes,606,Road-750
8/11/1974,44,S,M,20000,2,0,Partial College,Manual,0,1,2013,0-1 Miles,75,Seine (Paris),FR,France,7,22423,1,Bikes,2,Road Bikes,584,Road-750
2/25/1976,43,M,F,30000,0,0,Bachelors,Clerical,1,0,2013,0-1 Miles,93,Seine Saint Denis,FR,France,7,24198,1,Bikes,3,Touring Bikes,573,Touring-1000
3/19/1963,56,S,F,80000,2,0,High School,Professional,0,2,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,11077,1,Bikes,3,Touring Bikes,576,Touring-1000
5/5/1979,40,S,F,80000,0,0,Bachelors,Professional,0,3,2011,10+ Miles,QLD,Queensland,AU,Australia,9,11452,1,Bikes,3,Touring Bikes,573,Touring-1000
12/4/1974,44,S,M,10000,2,2,High School,Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12612,1,Bikes,1,Mountain Bikes,359,Mountain-200
10/1/1979,39,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12856,1,Bikes,1,Mountain Bikes,357,Mountain-200
12/6/1967,51,M,M,40000,1,0,Bachelors,Skilled Manual,1,1,2011,0-1 Miles,BY,Bayern,DE,Germany,8,13822,1,Bikes,1,Mountain Bikes,355,Mountain-200
5/26/1968,50,M,M,40000,1,0,Bachelors,Skilled Manual,1,1,2013,0-1 Miles,75,Seine (Paris),FR,France,7,24116,1,Bikes,2,Road Bikes,583,Road-350-W
6/14/1981,37,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,21130,1,Bikes,2,Road Bikes,583,Road-350-W
2/11/1971,48,S,M,10000,4,3,Partial High School,Manual,1,2,2012,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,17796,1,Bikes,2,Road Bikes,580,Road-350-W
3/5/1976,43,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,2012,2-5 Miles,WA,Washington,US,United States,1,13910,1,Bikes,1,Mountain Bikes,361,Mountain-200
2/7/1977,42,M,M,70000,3,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,CA,California,US,United States,4,13873,1,Bikes,1,Mountain Bikes,357,Mountain-200
12/16/1983,35,M,M,40000,0,0,High School,Skilled Manual,1,2,2011,5-10 Miles,OR,Oregon,US,United States,1,12025,1,Bikes,1,Mountain Bikes,359,Mountain-200
4/22/1974,45,S,F,80000,0,0,Bachelors,Management,0,1,2012,1-2 Miles,WA,Washington,US,United States,1,14117,1,Bikes,1,Mountain Bikes,361,Mountain-200
12/16/1966,52,S,M,80000,5,4,Partial College,Professional,1,3,2012,5-10 Miles,WA,Washington,US,United States,1,13449,1,Bikes,1,Mountain Bikes,363,Mountain-200
1/31/1962,57,M,M,70000,3,2,Partial College,Professional,1,0,2012,5-10 Miles,WA,Washington,US,United States,1,13431,1,Bikes,1,Mountain Bikes,355,Mountain-200
10/10/1978,40,M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,2011,0-1 Miles,CA,California,US,United States,4,11774,1,Bikes,1,Mountain Bikes,355,Mountain-200
8/1/1981,37,S,M,30000,0,0,Partial College,Clerical,1,1,2013,2-5 Miles,HH,Hamburg,DE,Germany,8,28434,1,Bikes,3,Touring Bikes,572,Touring-3000
7/4/1973,45,M,M,30000,4,0,Graduate Degree,Clerical,1,0,2013,0-1 Miles,91,Essonne,FR,France,7,25540,1,Bikes,3,Touring Bikes,578,Touring-2000
1/3/1937,82,M,M,120000,5,0,Graduate Degree,Management,0,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,20242,1,Bikes,2,Road Bikes,376,Road-250
11/14/1971,47,S,F,100000,0,0,Graduate Degree,Management,0,1,2011,1-2 Miles,QLD,Queensland,AU,Australia,9,20244,1,Bikes,2,Road Bikes,372,Road-250
5/20/1979,39,M,M,120000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,19963,1,Bikes,2,Road Bikes,376,Road-250
5/3/1986,33,S,M,10000,0,0,Partial College,Manual,1,1,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,17725,1,Bikes,2,Road Bikes,386,Road-550-W
5/19/1966,52,S,F,60000,1,0,Partial College,Skilled Manual,1,1,2013,5-10 Miles,NSW,New South Wales,AU,Australia,9,28320,1,Bikes,2,Road Bikes,606,Road-750
5/25/1984,34,S,M,10000,0,0,Partial College,Manual,1,1,2011,2-5 Miles,NSW,New South Wales,AU,Australia,9,12245,1,Bikes,1,Mountain Bikes,599,Mountain-500
6/7/1979,39,M,F,60000,0,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,BC,British Columbia,CA,Canada,6,23583,1,Bikes,3,Touring Bikes,577,Touring-2000
2/9/1959,60,M,F,30000,1,0,Bachelors,Skilled Manual,1,1,2013,2-5 Miles,WA,Washington,US,United States,1,17124,1,Bikes,2,Road Bikes,606,Road-750
1/31/1962,57,M,F,30000,2,0,High School,Skilled Manual,1,2,2013,1-2 Miles,CA,California,US,United States,4,17671,1,Bikes,2,Road Bikes,604,Road-750
4/25/1962,57,M,M,30000,2,0,High School,Skilled Manual,0,2,2013,0-1 Miles,WA,Washington,US,United States,1,17672,1,Bikes,2,Road Bikes,606,Road-750
3/31/1980,39,M,F,60000,1,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,23165,1,Bikes,2,Road Bikes,604,Road-750
3/14/1965,54,S,F,60000,4,3,Bachelors,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,20198,1,Bikes,2,Road Bikes,386,Road-550-W
5/3/1979,40,M,M,60000,0,0,Partial College,Skilled Manual,0,1,2013,1-2 Miles,WA,Washington,US,United States,1,20295,1,Bikes,2,Road Bikes,390,Road-550-W
3/21/1977,42,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,2013,0-1 Miles,CA,California,US,United States,4,17384,1,Bikes,2,Road Bikes,582,Road-350-W
8/3/1976,42,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,2013,0-1 Miles,OR,Oregon,US,United States,1,17386,1,Bikes,2,Road Bikes,581,Road-350-W
3/21/1981,38,S,M,30000,0,0,Partial College,Clerical,0,1,2012,2-5 Miles,93,Seine Saint Denis,FR,France,7,19517,1,Bikes,2,Road Bikes,386,Road-550-W
9/13/1965,53,S,F,20000,1,1,Partial College,Manual,0,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,24015,1,Bikes,2,Road Bikes,390,Road-550-W
4/21/1972,47,M,M,30000,1,1,Bachelors,Skilled Manual,1,1,2012,2-5 Miles,59,Nord,FR,France,7,19458,1,Bikes,2,Road Bikes,390,Road-550-W
9/9/1975,43,S,M,30000,0,0,Bachelors,Clerical,1,0,2012,0-1 Miles,75,Seine (Paris),FR,France,7,19427,1,Bikes,2,Road Bikes,390,Road-550-W
9/1/1975,43,S,F,20000,0,0,Partial College,Manual,0,1,2013,1-2 Miles,SL,Saarland,DE,Germany,8,22607,1,Bikes,2,Road Bikes,584,Road-750
8/21/1951,67,S,F,30000,2,0,Partial College,Clerical,0,2,2013,1-2 Miles,QLD,Queensland,AU,Australia,9,29065,1,Bikes,3,Touring Bikes,572,Touring-3000
3/5/1950,69,S,F,90000,5,0,Partial College,Professional,0,2,2011,2-5 Miles,BY,Bayern,DE,Germany,8,14171,1,Bikes,1,Mountain Bikes,359,Mountain-200
8/11/1961,57,M,M,10000,2,0,Partial College,Manual,1,0,2012,0-1 Miles,HE,Hessen,DE,Germany,8,12230,1,Bikes,1,Mountain Bikes,359,Mountain-200
3/4/1971,48,S,M,20000,2,2,High School,Manual,1,1,2012,0-1 Miles,75,Seine (Paris),FR,France,7,14946,1,Bikes,1,Mountain Bikes,599,Mountain-500
8/16/1969,49,S,F,20000,1,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,16046,1,Bikes,1,Mountain Bikes,588,Mountain-400-W
9/29/1975,43,S,M,40000,2,2,Partial College,Clerical,1,0,2012,1-2 Miles,75,Seine (Paris),FR,France,7,19194,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
8/17/1966,52,M,M,130000,1,3,Bachelors,Management,1,3,2013,0-1 Miles,CA,California,US,United States,4,13454,1,Bikes,1,Mountain Bikes,357,Mountain-200
12/7/1967,51,S,M,80000,5,4,Partial College,Professional,1,3,2013,5-10 Miles,BC,British Columbia,CA,Canada,6,14459,1,Bikes,1,Mountain Bikes,353,Mountain-200
1/30/1981,38,M,F,30000,0,0,Bachelors,Clerical,1,0,2013,0-1 Miles,59,Nord,FR,France,7,26952,1,Bikes,3,Touring Bikes,586,Touring-3000
3/9/1982,37,S,F,20000,0,0,Partial High School,Manual,0,2,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,12394,1,Bikes,3,Touring Bikes,578,Touring-2000
8/2/1978,40,M,M,100000,0,5,High School,Management,1,2,2011,10+ Miles,VIC,Victoria,AU,Australia,9,19960,1,Bikes,2,Road Bikes,380,Road-250
2/22/1974,45,S,F,60000,3,2,Bachelors,Professional,1,2,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,24457,1,Bikes,2,Road Bikes,382,Road-550-W
9/24/1961,57,S,F,80000,2,0,High School,Skilled Manual,1,2,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,25051,1,Bikes,2,Road Bikes,386,Road-550-W
5/22/1986,32,M,M,90000,1,0,Graduate Degree,Management,1,0,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,25106,1,Bikes,2,Road Bikes,384,Road-550-W
2/20/1976,43,M,M,80000,2,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,11061,1,Bikes,3,Touring Bikes,564,Touring-1000
6/17/1980,38,M,F,60000,1,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,OR,Oregon,US,United States,1,25402,1,Bikes,3,Touring Bikes,579,Touring-2000
10/20/1977,41,M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,22233,1,Bikes,3,Touring Bikes,573,Touring-1000
11/30/1977,41,S,M,70000,0,0,Partial College,Skilled Manual,1,2,2013,5-10 Miles,WA,Washington,US,United States,1,25285,1,Bikes,3,Touring Bikes,563,Touring-1000
9/23/1980,38,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,2013,2-5 Miles,WA,Washington,US,United States,1,23154,1,Bikes,2,Road Bikes,604,Road-750
5/14/1969,50,M,M,70000,4,2,Bachelors,Professional,1,4,2012,2-5 Miles,BC,British Columbia,CA,Canada,6,25981,1,Bikes,2,Road Bikes,606,Road-750
12/7/1963,55,S,M,60000,1,0,Bachelors,Professional,1,1,2013,2-5 Miles,BC,British Columbia,CA,Canada,6,19546,1,Bikes,2,Road Bikes,388,Road-550-W
5/5/1977,42,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,2013,1-2 Miles,WA,Washington,US,United States,1,20319,1,Bikes,2,Road Bikes,390,Road-550-W
2/15/1973,46,S,F,60000,0,0,Graduate Degree,Professional,0,1,2013,0-1 Miles,CA,California,US,United States,4,20192,1,Bikes,2,Road Bikes,388,Road-550-W
8/25/1981,37,M,F,60000,0,0,Partial College,Skilled Manual,1,1,2013,5-10 Miles,CA,California,US,United States,4,17358,1,Bikes,2,Road Bikes,581,Road-350-W
9/19/1984,34,S,M,10000,0,0,Partial College,Manual,0,1,2011,2-5 Miles,QLD,Queensland,AU,Australia,9,11357,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
11/6/1972,46,S,M,20000,1,1,Partial College,Manual,0,0,2012,0-1 Miles,93,Seine Saint Denis,FR,France,7,17739,1,Bikes,2,Road Bikes,581,Road-350-W
7/13/1971,47,S,F,30000,3,0,Bachelors,Clerical,1,0,2012,0-1 Miles,57,Moselle,FR,France,7,17754,1,Bikes,2,Road Bikes,583,Road-350-W
1/18/1965,54,M,F,20000,2,0,Partial College,Manual,1,1,2012,2-5 Miles,ENG,England,GB,United Kingdom,10,21012,1,Bikes,2,Road Bikes,582,Road-350-W
7/27/1958,60,M,M,130000,4,5,Partial College,Professional,0,2,2013,10+ Miles,ENG,England,GB,United Kingdom,10,21848,1,Bikes,1,Mountain Bikes,594,Mountain-500
8/9/1971,47,M,M,30000,1,1,Bachelors,Clerical,1,1,2012,2-5 Miles,ENG,England,GB,United Kingdom,10,17794,1,Bikes,1,Mountain Bikes,597,Mountain-500
10/6/1979,39,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,17085,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
3/16/1955,64,M,F,70000,5,1,High School,Professional,1,2,2012,10+ Miles,75,Seine (Paris),FR,France,7,15094,1,Bikes,1,Mountain Bikes,363,Mountain-200
2/17/1955,64,M,M,60000,2,1,Bachelors,Management,1,0,2013,2-5 Miles,CA,California,US,United States,4,17154,1,Bikes,2,Road Bikes,583,Road-350-W
9/8/1961,57,S,F,90000,2,1,Partial College,Professional,1,0,2013,5-10 Miles,WA,Washington,US,United States,1,19689,1,Bikes,1,Mountain Bikes,593,Mountain-500
9/6/1978,40,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,2012,0-1 Miles,CA,California,US,United States,4,14364,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
11/13/1973,45,M,M,100000,2,0,Bachelors,Management,1,2,2012,1-2 Miles,WA,Washington,US,United States,1,13976,1,Bikes,1,Mountain Bikes,361,Mountain-200
11/21/1984,34,S,F,70000,0,0,Partial College,Professional,1,2,2013,5-10 Miles,AB,Alberta,CA,Canada,6,15175,1,Bikes,1,Mountain Bikes,363,Mountain-200
10/16/1973,45,S,M,60000,2,2,Graduate Degree,Professional,0,0,2011,0-1 Miles,CA,California,US,United States,4,11854,1,Bikes,1,Mountain Bikes,359,Mountain-200
8/29/1940,78,S,M,130000,2,3,Graduate Degree,Management,0,3,2012,0-1 Miles,CA,California,US,United States,4,13461,1,Bikes,1,Mountain Bikes,361,Mountain-200
1/15/1975,44,M,M,40000,0,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,SL,Saarland,DE,Germany,8,20861,1,Bikes,3,Touring Bikes,572,Touring-3000
8/31/1981,37,S,F,40000,2,2,Partial College,Clerical,1,1,2012,1-2 Miles,SL,Saarland,DE,Germany,8,19196,1,Bikes,3,Touring Bikes,577,Touring-2000
5/11/1980,39,M,F,120000,1,0,Graduate Degree,Management,0,0,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,20221,1,Bikes,2,Road Bikes,374,Road-250
1/1/1977,42,S,M,100000,0,5,High School,Management,1,3,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,19971,1,Bikes,2,Road Bikes,372,Road-250
9/16/1979,39,S,M,90000,0,0,Bachelors,Professional,1,2,2011,10+ Miles,QLD,Queensland,AU,Australia,9,19957,1,Bikes,2,Road Bikes,372,Road-250
8/5/1960,58,S,F,80000,2,0,High School,Skilled Manual,0,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,11072,1,Bikes,3,Touring Bikes,561,Touring-1000
3/8/1975,44,M,M,70000,0,0,Bachelors,Professional,0,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,11104,1,Bikes,3,Touring Bikes,574,Touring-1000
3/11/1970,49,S,M,70000,0,0,Bachelors,Professional,0,1,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,11106,1,Bikes,3,Touring Bikes,561,Touring-1000
1/6/1979,40,S,F,100000,2,0,Bachelors,Management,1,2,2013,1-2 Miles,OR,Oregon,US,United States,1,25622,1,Bikes,3,Touring Bikes,563,Touring-1000
8/17/1959,59,M,F,60000,2,0,Partial High School,Skilled Manual,1,2,2013,5-10 Miles,CA,California,US,United States,4,20371,1,Bikes,2,Road Bikes,388,Road-550-W
9/9/1947,71,S,F,50000,4,0,Bachelors,Management,0,2,2013,1-2 Miles,WA,Washington,US,United States,1,17477,1,Bikes,2,Road Bikes,580,Road-350-W
1/11/1970,49,S,F,60000,5,5,Bachelors,Skilled Manual,1,3,2013,2-5 Miles,BC,British Columbia,CA,Canada,6,16996,1,Bikes,2,Road Bikes,581,Road-350-W
10/16/1970,48,M,F,20000,2,0,Partial College,Manual,0,1,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,24019,1,Bikes,2,Road Bikes,388,Road-550-W
2/23/1967,52,S,F,30000,3,0,Graduate Degree,Clerical,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26932,1,Bikes,2,Road Bikes,584,Road-750
8/19/1968,50,M,F,130000,2,4,Partial College,Professional,1,2,2011,0-1 Miles,BY,Bayern,DE,Germany,8,14426,1,Bikes,1,Mountain Bikes,363,Mountain-200
11/5/1970,48,M,M,30000,0,0,Bachelors,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12608,1,Bikes,1,Mountain Bikes,353,Mountain-200
10/22/1961,57,S,F,110000,2,4,Partial College,Professional,1,4,2011,5-10 Miles,59,Nord,FR,France,7,13263,1,Bikes,1,Mountain Bikes,357,Mountain-200
3/13/1974,45,S,F,30000,1,1,Bachelors,Clerical,0,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,12459,1,Bikes,1,Mountain Bikes,359,Mountain-200
2/8/1974,45,M,M,30000,1,1,Bachelors,Clerical,1,0,2012,2-5 Miles,ENG,England,GB,United Kingdom,10,21053,1,Bikes,2,Road Bikes,583,Road-350-W
5/28/1974,44,S,F,20000,4,4,High School,Manual,1,1,2012,0-1 Miles,75,Seine (Paris),FR,France,7,14957,1,Bikes,1,Mountain Bikes,598,Mountain-500
5/15/1972,46,M,F,40000,0,0,Bachelors,Professional,0,0,2013,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,22666,1,Bikes,1,Mountain Bikes,596,Mountain-500
2/9/1953,66,S,M,170000,5,5,Partial High School,Professional,0,4,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,24583,1,Bikes,2,Road Bikes,378,Road-250
4/10/1960,59,S,M,170000,0,5,Partial High School,Professional,0,2,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,24860,1,Bikes,2,Road Bikes,378,Road-250
12/25/1979,39,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,17626,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
5/8/1969,50,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,HH,Hamburg,DE,Germany,8,20923,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
8/12/1962,56,M,M,60000,2,1,High School,Professional,1,2,2013,2-5 Miles,WA,Washington,US,United States,1,17167,1,Bikes,2,Road Bikes,580,Road-350-W
10/2/1973,45,S,M,90000,4,4,Bachelors,Management,1,1,2013,1-2 Miles,CA,California,US,United States,4,19658,1,Bikes,1,Mountain Bikes,596,Mountain-500
11/18/1974,44,S,M,70000,0,0,Partial College,Skilled Manual,0,2,2013,5-10 Miles,CA,California,US,United States,4,19659,1,Bikes,1,Mountain Bikes,598,Mountain-500
8/4/1957,61,S,M,60000,3,1,High School,Professional,1,2,2012,10+ Miles,WA,Washington,US,United States,1,14417,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
8/17/1973,45,S,M,90000,4,4,Bachelors,Management,1,1,2011,1-2 Miles,BC,British Columbia,CA,Canada,6,22050,1,Bikes,1,Mountain Bikes,592,Mountain-500
8/25/1974,44,M,F,70000,5,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,WA,Washington,US,United States,1,13894,1,Bikes,1,Mountain Bikes,359,Mountain-200
5/8/1942,77,M,F,70000,4,0,Graduate Degree,Management,1,2,2012,1-2 Miles,CA,California,US,United States,4,13464,1,Bikes,1,Mountain Bikes,353,Mountain-200
10/13/1976,42,M,F,30000,1,0,High School,Clerical,1,1,2011,2-5 Miles,CA,California,US,United States,4,11516,1,Bikes,1,Mountain Bikes,363,Mountain-200
3/16/1940,79,M,F,70000,4,0,Graduate Degree,Management,1,2,2012,5-10 Miles,CA,California,US,United States,4,13435,1,Bikes,1,Mountain Bikes,357,Mountain-200
9/29/1976,42,M,M,20000,2,2,High School,Manual,1,0,2013,0-1 Miles,SL,Saarland,DE,Germany,8,28382,1,Bikes,3,Touring Bikes,572,Touring-3000
4/30/1972,47,S,F,90000,0,0,Bachelors,Professional,1,0,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,20225,1,Bikes,2,Road Bikes,376,Road-250
1/25/1974,45,M,M,70000,5,5,Bachelors,Professional,1,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,25115,1,Bikes,2,Road Bikes,388,Road-550-W
12/8/1980,38,S,F,110000,1,0,Graduate Degree,Management,0,1,2012,2-5 Miles,NSW,New South Wales,AU,Australia,9,25120,1,Bikes,2,Road Bikes,386,Road-550-W
4/10/1985,34,M,M,10000,1,1,High School,Manual,1,0,2011,2-5 Miles,VIC,Victoria,AU,Australia,9,12246,1,Bikes,1,Mountain Bikes,597,Mountain-500
1/4/1981,38,S,F,40000,0,0,High School,Skilled Manual,0,2,2012,1-2 Miles,CA,California,US,United States,4,26575,1,Bikes,3,Touring Bikes,567,Touring-3000
10/16/1965,53,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,23397,1,Bikes,3,Touring Bikes,578,Touring-2000
8/9/1979,39,M,M,70000,4,2,Bachelors,Professional,1,2,2011,2-5 Miles,CA,California,US,United States,4,29138,1,Bikes,3,Touring Bikes,585,Touring-3000
4/9/1962,57,M,F,40000,4,0,Partial College,Professional,0,2,2013,1-2 Miles,CA,California,US,United States,4,24446,1,Bikes,3,Touring Bikes,573,Touring-1000
10/15/1973,45,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,2013,2-5 Miles,WA,Washington,US,United States,1,25405,1,Bikes,3,Touring Bikes,563,Touring-1000
2/15/1978,41,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,2011,1-2 Miles,BC,British Columbia,CA,Canada,6,22232,1,Bikes,3,Touring Bikes,576,Touring-1000
3/26/1959,60,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,2013,2-5 Miles,CA,California,US,United States,4,17123,1,Bikes,2,Road Bikes,584,Road-750
2/16/1986,33,S,M,20000,0,0,Partial College,Skilled Manual,0,2,2013,1-2 Miles,CA,California,US,United States,4,17498,1,Bikes,2,Road Bikes,606,Road-750
2/16/1974,45,S,F,70000,0,0,Bachelors,Professional,1,1,2013,2-5 Miles,CA,California,US,United States,4,22297,1,Bikes,2,Road Bikes,605,Road-750
10/18/1975,43,M,F,70000,4,0,Graduate Degree,Professional,1,0,2013,0-1 Miles,CA,California,US,United States,4,22258,1,Bikes,2,Road Bikes,604,Road-750
